e7segment,firebaseid,article_cluster,top_keywords,article_count,articles_read,page_duration
3. Normal User,GnIUZJ7QvHaTMj8s5rLazYgJU4S2,11360,"turkish, lewis hamilton, hamilton, gp, red bull, f1, turkish gp, grand prix",16,2,39
4. Good User,vzEMNYD0HmNIqiIz32SoKTsAJ4e2,11360,"turkish, lewis hamilton, hamilton, gp, red bull, f1, turkish gp, grand prix",16,2,513.5
3. Normal User,QHlpQprZhiPy8CnKCHag6QofR6B3,11360,"turkish, lewis hamilton, hamilton, gp, red bull, f1, turkish gp, grand prix",16,4,56.75
4. Good User,Bufb5qQ1DSVULzIcXruXplIEO6B3,11360,"turkish, lewis hamilton, hamilton, gp, red bull, f1, turkish gp, grand prix",16,1,131
5. Super User,QVYhed2JhZbYdDVyBtwPLJc2tjb2,11360,"turkish, lewis hamilton, hamilton, gp, red bull, f1, turkish gp, grand prix",16,6,273.17
2. Low Score,NBddUXAkWMM8VtLaASim9rr70mi2,11542,"alcohol industry, excise, tax, commences, honour, payment, deferred, resumes",2,1,116
4. Good User,YuMgl9gYIqPZNAHfcsq35n0IBy13,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,12,98.25
4. Good User,HAuo8nYpcHSYanCyfPJu63yPqA52,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,6,58
3. Normal User,BC5zds9WNVelkQCOuYOp6LQuKxA2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,5,94.6
4. Good User,zoK5MViu67V55n2vwKjHqvBIPDQ2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,6,292.83
5. Super User,NULyHz9GIncB64H5ps0uU359ADm2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,7,243
2. Low Score,qr4Ac9F6yHQlt6RRBoiDXBtYDSz1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,2,74.5
4. Good User,NIu9vk4vvZaGCJCP13NGHUtejKM2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,6,188.5
2. Low Score,vrvdjcvEPDNVXMRMYinYMx8AYCz2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,2,154
4. Good User,kpjmtcaGufbvD3eq0etVVgEeWGG3,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,7,269.29
4. Good User,mbIyvNoSKMVlszdi6dfSLGKTT3n1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,8,648.13
4. Good User,zKDDm2NSNgh8DlZJBI15r61YOPd2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,3,148
5. Super User,DqCVVyDCpcPZBiAGwVJezyBIySM2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,13,170.46
4. Good User,7lPBh3xk0yPim2MFlTyONPiZDPD3,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,5,13.2
5. Super User,2eh1vO938wfcrfPCVYD72xJvkiq1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,8,56.38
4. Good User,3KKaZR88QQaUMkHqeXVihSq9L9y2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,4,264.5
3. Normal User,dpoNdNeoZVbtR92Ap3rBeiFHDmh2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,3,138
3. Normal User,GTQ9Gi9LJRdp1qC4irrV4QmFwF22,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,2,36
5. Super User,SLnnLwOs1dfaDL0RQNvcFJ50tbV2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,8,303.13
5. Super User,ni8KxsnXolSExPN2B55f86ugDJm2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,11,130
4. Good User,sKd9b6PsiHbZmkzHskWl21IuVtt2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,4,602.75
4. Good User,eLhEtckXMhhkcMe6GK52QyBSN2n2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,9,322
4. Good User,TU7kSEDgmNP56WhcbNsizD0VYh53,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,4,54.25
5. Super User,snmi4rGX7XhgC5t8Gflm3SWCI3J2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,11,412
3. Normal User,yoP2vwT7Xqc86NdTjxY21d6IUKv1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,3,94
2. Low Score,a2ezph2ejDcG4NorEwUaRYLLuSJ3,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,2,96.5
4. Good User,Mr5vukFKOoUs7muxYtQQLGgOSuZ2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,7,119.14
4. Good User,vMDB3JWDBOQsbnOqubjkxrGE1rv2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,7,38.71
4. Good User,cnPAweHvj6Y0V6wlcWadT86qTqd2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,6,360.5
5. Super User,PxJXdZ2AXfcoEOZHn1XSRq2rBXj1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,10,169.2
3. Normal User,8yD9EV1WeSWWDD6JOpQNMcKCgRl1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,2,152
4. Good User,PJT4xOYpKYVTYcW94yJhQoeqb6g1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,3,319.67
2. Low Score,6o66MrQHasSjjv33NPIdbcz4xfY2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,2,479.5
4. Good User,GTo8QNnaShOhostoje1erRX27Tb2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,4,235.75
4. Good User,lUkmtiG9qoXkhUXXNSEoGbb88ws1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,6,194.5
3. Normal User,76al5czK1kUfPuTcBzoPYnLOZv13,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,5,230.2
4. Good User,RRqvVyae5pNWaC8RsztqPJBgEoZ2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,7,20.14
3. Normal User,e5eHTby4A8ZotkqLiUbgjAVNaIX2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,2,493.5
4. Good User,WJffXFZZZSPsI0TfWZYn2SZ6K5U2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,11,165.82
4. Good User,3Xomq2szfuZSPyRl9SHk7MYlSfD2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,4,309.5
4. Good User,jvwtIw7U4MhebuYazOvH4gNtB0i1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,3,305
2. Low Score,m5oQa6lKn2WtvWaHAc1DJngbdeu2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,1,900
4. Good User,lGKcuOQLGQdpd84mr5m0W3L0wK33,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,6,195.5
3. Normal User,gmTPsRTRXwYAzSPzRBBdw9bdNQl1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,17,296.06
4. Good User,E5wu7AYoGjZtsIEUctoxCzylCGt1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,3,376.67
4. Good User,GtcqIWxwwfgFEKCi98mLD3xOTf83,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,7,125.86
5. Super User,7flm88cz1teOIdFytBGFq4iwSTS2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,9,115.11
2. Low Score,YyUl2eG5VHPay4XRoMxAxvwS6MG2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,2,31
5. Super User,M8qSzxchGMhM4cKPMSqL7p5GXfa2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,10,211.1
2. Low Score,3yBZ1FF1vsVZrPYSnwL48M7vPsY2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,4,56.5
3. Normal User,vkViHZFVvxaAhdC8gRmP7cSN7mH2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,3,87.67
3. Normal User,sTrEun6Y0Je5cPhgRXAgw8g8RIV2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,3,382.67
3. Normal User,xAHOFOWOmgaN2NR5fmIsBu0dZil1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,4,25.75
4. Good User,VSvLqqyxLiPeE4Nwt62e7VbL2g62,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,3,83.67
3. Normal User,W73addjSR4TjgWXFBl7VMhCSQ8L2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,1,900
4. Good User,48H0whYSWxcmSDFkgwjmF7bi6Rc2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,8,425.25
3. Normal User,4sZvaym2HleFLQZ1I4W27bPqr6u1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,4,238.5
4. Good User,mPAlPXvzGQMw5YphhKa2xAIu2IG3,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,5,120.6
3. Normal User,tTy2YFhYccbOoJoEnt2hfH1SpDy1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,3,161
4. Good User,Zf4TchUgw6UzQQdjxbzkCJc6Pms1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,5,43.4
3. Normal User,RHNyau8nNrQ1vDlvzWWmM7nkNuR2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,3,68.67
4. Good User,neN4QCYOnvOxF8NMdTfKwnQlWT93,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,4,737.75
4. Good User,SHocZ1I2N2U2xYlUHtsJmfjXnpq2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,6,136.83
4. Good User,r2aNMMTfkhfSopdnJSx7jECLisy2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,12,67.17
3. Normal User,78FqyqiFJrevnGeNtDJ0OTWsaN02,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,3,367.67
3. Normal User,elmG0tUfufYtAb95qYDXiTEE3TB2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,4,49.5
2. Low Score,nGsYgQZgrigCMe2o5uU8scF9y9z2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,1,291
4. Good User,ApiV3VIixBgNBO9vAT2i0vTwlrl1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,10,400.6
5. Super User,mSHfjymcmta0PwXuwrdfvR3hR5f2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,8,66.13
4. Good User,DhdgDWzOTybLoL7NTLz7P0trKqb2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,13,49.85
5. Super User,GNAc3PXXIZTeJZI2vJuGpIsIHpa2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,4,253.75
4. Good User,ExUJMqaia8WJpYYQPY9ebUnTxyO2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,8,74.75
4. Good User,yU24WjEvN5MvmFpmbbE1MzM6Ygp1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,4,365
4. Good User,FGfKfCmUoLSePSUcLvYgoDhUwhs2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,4,337
4. Good User,roIUzAMw7cXufnzE2Smspoub2zE3,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,6,72.33
4. Good User,wPptbJVldhhKhKP6CC6L6ABcvcB2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,6,231.67
4. Good User,WxrFp4HPuKaBPPErHS9T8fmR0zF3,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,11,43.18
4. Good User,qvHMSIiAqecijkkkkd3M80FLixj2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,3,42
1. Very Low Score,EEABTayumVcw3B3m42Ii1XtT4UB3,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,1,33
3. Normal User,EVyenX4A4FOCKn9eW2yPhTLG1hp2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,4,9.75
5. Super User,n1Hq2LS0xqX5ZouM60E4MAej8Ri1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,12,183.17
5. Super User,gWZA2JI71TgLTMUmqkHh52I84uI2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,9,172.33
3. Normal User,0lgW3foJ9ohORwE9eMXB9dc3XeA2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,8,10.38
5. Super User,i5vBEriWl2gtORbLJOvaKIMPnlz1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,8,41.75
4. Good User,OIEFuysWRmedkK21sqPE1L9xmaA2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,4,157.75
4. Good User,9fVrSt9RHGSuQpD7qsnwhqe92sD3,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,6,113.33
3. Normal User,0yYwZKci9kS2I8Z6GxK19y2T4wD3,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,2,477.5
4. Good User,vLDYBgYq7CNhngmro3hKtJXIkEq2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,10,109.3
3. Normal User,G83XrjYukVaKK5m087mJNQSL9Sz1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,6,9.67
3. Normal User,5ZLEt9tqX1gzHoJh8PslS26DAL82,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,3,350.67
5. Super User,8aaBGzzkM6YquzpxwZwLssCyx5R2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,8,162.75
5. Super User,MblMFEauioep4DdePJIHWjJyQZ02,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,8,393.75
5. Super User,aJh4Um9CyNgrGtwRc2IyTCDxr5N2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,9,171.44
4. Good User,y7XLx3aRmsbiP0ynqE4f9Raf1Mp2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,2,496
4. Good User,CwOYkFxpJgQZvJGeO6oJmjm5TUl2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,5,341.6
3. Normal User,Zj9hSmHU9zS45GcAa3Csk6fIsoT2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,3,85.67
3. Normal User,GCONIcYBZPYkhQXwOhaywcLjcgO2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,6,32.17
4. Good User,2MbQwbSf1ygDhsRsYTCsr3dmVLp2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,4,308
5. Super User,zYqsLvikqRchKZOnhvTdpB1HVGu2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,9,479.67
5. Super User,zopZ6sysPRh4d2euHULQ58ZlK932,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,12,124.58
4. Good User,8o5FlnTkKPNBBbFJncd869iwoGM2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,16,58.13
4. Good User,13Y91v0Fc5UgQH4Zs65q56Ii7102,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,9,79.44
3. Normal User,K0MjHAMHPlaE1O832tmrZCZGCFr1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,10,243.6
3. Normal User,vbmskI9l3CaPL0iytqlA3LAyH9O2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,6,121.33
3. Normal User,6x2dtyD6UfbAgL2FfGXUJfCY7GT2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,2,377.5
4. Good User,XINmD0KyNkNOZwUpP8H9rhADL8C2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,5,106.6
4. Good User,EhGIbOd6YgMP5H2tjjGF9XzoXmr2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,5,42.8
4. Good User,Lf5JfCinzuMV5Cjpe0i2yuYPQ3U2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,5,66.2
3. Normal User,iTgeb5FaG3PDZ5yZ8o7bE1HnN4o2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,2,127
5. Super User,euZYqx1on9esZKvaIguKIyH8Zt13,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,9,273.89
2. Low Score,v0eY6Sgf0ZYYlyNSKg5Pu9CwP2g1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,1,2
5. Super User,uvAjN3ZMWZPDPeAhOGUDyPOisWj2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,12,315.08
5. Super User,h46gDaYnDPguIysLRFolyGHbNvr2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,12,204.58
4. Good User,yJkOWHIvA3f29ggJE3DGtmXY19N2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,10,110.7
3. Normal User,ySyE8br7yzRMIyANxvl4oPBxMrV2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,4,88.75
2. Low Score,PnSssBKoOuP7uUx8GICjduhqTIU2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,3,76.67
3. Normal User,pe2HiY7k8BZ3tQk8zXdem7Q6L9t1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,3,356.67
3. Normal User,YkM2Qn94RadhCjRREbBZ05FCdt02,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,2,98
4. Good User,wKJhnQmE1cSUA2NpjFVz4RpvhGw1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,6,42.67
4. Good User,KS03MIMpgmhJXPjsOzPtxOzwQw33,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,4,415.5
3. Normal User,qeIwm5eCp5YFqJTSACnWdZV4Ukw2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,3,310
5. Super User,rEEhQ2NNzMQw7DTKZsRAADW6H9p1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,10,291.3
3. Normal User,C4CQdzAa7oMYAkeFw5g0BkKsbLW2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,3,64
1. Very Low Score,lyiZM3oRRaWvNrWbz7kIUh1G8EC2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,1,147
4. Good User,RaKkBz4DjbNZZtc444nVXBwCgGZ2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,4,120
2. Low Score,3y4KcWOiDFSAc96JlgAFwuGIeeT2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,1,177
4. Good User,9mNsjomS3ROemwsh3EiGQpV2RpN2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,8,149.63
3. Normal User,FHfjgJNna7hm0j9cKyHx5g3Kq613,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,5,124
4. Good User,0Eo2mhpOshgEPazMO0y3JoqHsQZ2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,6,109.5
4. Good User,LEMxh3RZB1NUwwhy79mkHbI7jgK2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,5,253.6
4. Good User,Y682uKRW8VVnBcRvR99AwMDMGJo1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,8,99
5. Super User,FkeX31OxDQdJSrtEJgY7edJJxgG3,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,9,181.67
2. Low Score,2vfYYknsdXTdfsUoBgkdiLZGMhH2,11367,"bok, props, kitshoff, malherbe, world rugby, rugby championship, boks, crack",2,1,29
5. Super User,v2b2P9dRhQVrEyngAUu0rWV5jMv1,11109,"bulls, stormers, combrinck, earns, starting, berth, connacht, ruan combrinck",5,3,33.67
5. Super User,EXSuXAMPikUiQJhtGn6EBPo3d9m1,9757,"hlophe, chief justice, high court, goes, stay, impeachment, block, ramaphosa",4,5,192.8
1. Very Low Score,0xBtnCpX2teauSGlM3XJU0UtBUT2,9757,"hlophe, chief justice, high court, goes, stay, impeachment, block, ramaphosa",4,1,584
2. Low Score,DPd8S44RQbZxkBRNu4kJP7sLj5v2,9757,"hlophe, chief justice, high court, goes, stay, impeachment, block, ramaphosa",4,1,119
