e7segment,cluster_id,num_users,num_reads,total_duration,avg_reads,avg_duration
4. Good User,8922,91,650,96554,7.14,1061.03
3. Normal User,8924,8729,61157,12284244,7.01,1407.29
4. Good User,10827,89,612,117592,6.88,1321.26
4. Good User,9541,79,511,87738,6.47,1110.61
2. Low Score,8929,5,32,3100,6.4,620.0
4. Good User,9616,92,585,86640,6.36,941.74
4. Good User,8938,74,466,75328,6.3,1017.95
4. Good User,10002,103,647,113321,6.28,1100.2
4. Good User,10692,92,575,65883,6.25,716.12
3. Normal User,8258,12,75,2367,6.25,197.25
4. Good User,10141,95,586,121710,6.17,1281.16
4. Good User,8349,96,585,102871,6.09,1071.57
2. Low Score,9329,65,392,22257,6.03,342.42
3. Normal User,8351,8325,50142,11924011,6.02,1432.31
4. Good User,94,9,53,4260,5.89,473.33
2. Low Score,23,14,82,7838,5.86,559.86
4. Good User,10116,82,479,85198,5.84,1039.0
4. Good User,9603,99,572,107670,5.78,1087.58
4. Good User,8920,96,537,98845,5.59,1029.64
3. Normal User,9541,5594,30846,5478801,5.51,979.41
4. Good User,10110,96,518,89384,5.4,931.08
2. Low Score,170,8,43,2214,5.38,276.75
4. Good User,8377,90,471,54951,5.23,610.57
2. Low Score,5440,10,52,1533,5.2,153.3
3. Normal User,9534,8084,41589,6812659,5.14,842.73
4. Good User,10715,68,344,63166,5.06,928.91
3. Normal User,10123,8024,39761,9625627,4.96,1199.6
3. Normal User,10112,7856,38191,6930434,4.86,882.18
2. Low Score,7918,7,34,2138,4.86,305.43
3. Normal User,10116,5963,28885,5690564,4.84,954.31
2. Low Score,16,18,87,5800,4.83,322.22
4. Good User,9561,87,418,60117,4.8,691.0
4. Good User,8918,58,278,44633,4.79,769.53
3. Normal User,8938,5460,25761,4830102,4.72,884.63
4. Good User,8923,56,262,47550,4.68,849.11
4. Good User,9522,80,374,76833,4.67,960.41
3. Normal User,9532,7856,36132,5238767,4.6,666.85
3. Normal User,8993,7769,34218,6820810,4.4,877.95
2. Low Score,8186,5,22,220,4.4,44.0
4. Good User,8373,88,386,65102,4.39,739.8
2. Low Score,5601,21,92,9948,4.38,473.71
4. Good User,10133,73,319,58701,4.37,804.12
2. Low Score,9530,6,26,2258,4.33,376.33
4. Good User,10686,86,371,59998,4.31,697.65
4. Good User,8998,76,325,44569,4.28,586.43
3. Normal User,9520,7074,29953,5381690,4.23,760.77
2. Low Score,3338,15,63,2350,4.2,156.67
4. Good User,8531,81,340,56778,4.2,700.96
4. Good User,9535,76,313,39235,4.12,516.25
3. Normal User,24,6034,24775,3837757,4.11,636.02
4. Good User,8359,87,358,62009,4.11,712.75
4. Good User,10162,94,385,65925,4.1,701.33
3. Normal User,8963,6738,27402,3238170,4.07,480.58
3. Normal User,6649,6,24,1817,4.0,302.83
2. Low Score,6964,14,56,3402,4.0,243.0
4. Good User,10186,92,364,52243,3.96,567.86
3. Normal User,8260,6552,25753,5095196,3.93,777.66
3. Normal User,8922,6948,27011,4897432,3.89,704.87
4. Good User,9564,85,331,46727,3.89,549.73
3. Normal User,10685,7039,27390,4909434,3.89,697.46
4. Good User,8921,78,303,68260,3.88,875.13
3. Normal User,10715,4872,18883,3592549,3.88,737.39
4. Good User,9074,12,46,2517,3.83,209.75
3. Normal User,10002,8010,30554,5964893,3.81,744.68
2. Low Score,7839,5,19,2174,3.8,434.8
4. Good User,10584,102,387,48563,3.79,476.11
4. Good User,9521,71,266,35198,3.75,495.75
4. Good User,10755,81,295,37944,3.64,468.44
4. Good User,9452,5,18,2901,3.6,580.2
2. Low Score,1186,5,18,1999,3.6,399.8
4. Good User,10688,86,309,49581,3.59,576.52
3. Normal User,8348,6519,23319,3848593,3.58,590.37
3. Normal User,5726,36,129,27963,3.58,776.75
3. Normal User,6764,19,68,5146,3.58,270.84
3. Normal User,8959,7513,26843,4599063,3.57,612.15
2. Low Score,84,7,25,347,3.57,49.57
4. Good User,10140,76,270,41645,3.55,547.96
1. Very Low Score,3100,37,131,18708,3.54,505.62
3. Normal User,9616,6998,24459,4842447,3.5,691.98
2. Low Score,166,8,28,3065,3.5,383.13
3. Normal User,10827,7037,24565,5331379,3.49,757.62
3. Normal User,5756,15,52,21092,3.47,1406.13
2. Low Score,5756,11,38,15399,3.45,1399.91
2. Low Score,8179,20,69,5417,3.45,270.85
4. Good User,9029,79,272,42950,3.44,543.67
2. Low Score,7876,9,31,4208,3.44,467.56
4. Good User,9071,86,292,49301,3.4,573.27
2. Low Score,1309,10,34,1940,3.4,194.0
3. Normal User,8923,3777,12818,2196284,3.39,581.49
4. Good User,10684,90,305,49035,3.39,544.83
4. Good User,10238,65,220,25526,3.38,392.71
2. Low Score,207,15,50,3503,3.33,233.53
4. Good User,9531,51,170,26555,3.33,520.69
2. Low Score,7352,6,20,508,3.33,84.67
2. Low Score,1906,18,59,3758,3.28,208.78
2. Low Score,8924,7483,24058,5356801,3.22,715.86
4. Good User,10113,60,193,33782,3.22,563.03
3. Normal User,9603,7522,24112,4993855,3.21,663.9
2. Low Score,2084,5,16,1958,3.2,391.6
4. Good User,10623,5,16,655,3.2,131.0
3. Normal User,2729,6,19,80,3.17,13.33
2. Low Score,239,31,98,11018,3.16,355.42
3. Normal User,10133,5109,16133,2889182,3.16,565.51
4. Good User,10708,74,234,35750,3.16,483.11
4. Good User,10740,8,25,1332,3.13,166.5
4. Good User,8917,62,192,21870,3.1,352.74
4. Good User,9552,85,262,34071,3.08,400.84
4. Good User,8380,80,246,50130,3.08,626.63
4. Good User,8404,51,156,15258,3.06,299.18
4. Good User,9574,94,286,54524,3.04,580.04
4. Good User,9051,71,215,25944,3.03,365.41
3. Normal User,10141,6905,20939,4517972,3.03,654.3
4. Good User,9523,87,264,54822,3.03,630.14
4. Good User,8947,69,208,25309,3.01,366.8
2. Low Score,1743,20,60,8906,3.0,445.3
2. Low Score,8419,5,15,1881,3.0,376.2
2. Low Score,4414,9,27,6879,3.0,764.33
1. Very Low Score,6186,5,15,1877,3.0,375.4
2. Low Score,8022,5,15,3135,3.0,627.0
2. Low Score,1357,6,18,3225,3.0,537.5
2. Low Score,5053,21,63,6064,3.0,288.76
2. Low Score,5755,5,15,5165,3.0,1033.0
2. Low Score,1397,5,15,168,3.0,33.6
2. Low Score,3568,5,15,86,3.0,17.2
4. Good User,10124,87,260,38670,2.99,444.48
3. Normal User,10128,6040,17915,2194229,2.97,363.28
4. Good User,9160,89,263,39628,2.96,445.26
4. Good User,8966,46,136,18261,2.96,396.98
3. Normal User,8349,6662,19733,3207045,2.96,481.39
2. Low Score,8129,27,80,12304,2.96,455.7
4. Good User,10521,65,192,29959,2.95,460.91
3. Normal User,10692,6798,19934,2738122,2.93,402.78
4. Good User,10772,75,220,28603,2.93,381.37
4. Good User,8954,52,152,13542,2.92,260.42
2. Low Score,64,31,90,13413,2.9,432.68
3. Normal User,8918,3450,9956,1696074,2.89,491.62
2. Low Score,9541,3008,8616,1669024,2.86,554.86
4. Good User,10107,31,88,19208,2.84,619.61
4. Good User,10200,70,199,26251,2.84,375.01
2. Low Score,8090,6,17,2004,2.83,334.0
3. Normal User,676,6,17,1475,2.83,245.83
3. Normal User,87,39,110,8502,2.82,218.0
4. Good User,10108,50,140,16518,2.8,330.36
2. Low Score,8673,5,14,1907,2.8,381.4
2. Low Score,8417,5,14,221,2.8,44.2
2. Low Score,230,5,14,940,2.8,188.0
4. Good User,8427,73,203,25354,2.78,347.32
1. Very Low Score,9566,499,1389,415610,2.78,832.89
2. Low Score,181,9,25,2428,2.78,269.78
4. Good User,9932,82,228,33205,2.78,404.94
2. Low Score,8462,13,36,3232,2.77,248.62
4. Good User,9072,59,163,21024,2.76,356.34
4. Good User,10197,87,240,55407,2.76,636.86
3. Normal User,8377,5440,14961,1873217,2.75,344.34
3. Normal User,7616,12,33,3997,2.75,333.08
4. Good User,8356,70,192,21756,2.74,310.8
3. Normal User,7179,19,52,14152,2.74,744.84
4. Good User,9405,95,259,49159,2.73,517.46
4. Good User,10267,33,90,14672,2.73,444.61
4. Good User,10689,84,229,42082,2.73,500.98
4. Good User,9613,51,138,16206,2.71,317.76
3. Normal User,10584,7558,20473,3689878,2.71,488.21
4. Good User,8387,43,116,20507,2.7,476.91
2. Low Score,8351,6042,16249,4108803,2.69,680.04
4. Good User,9566,68,183,39221,2.69,576.78
4. Good User,9549,39,105,19472,2.69,499.28
4. Good User,9634,68,183,32103,2.69,472.1
2. Low Score,8938,2897,7757,1501482,2.68,518.29
2. Low Score,3495,68,182,27166,2.68,399.5
3. Normal User,9522,5370,14330,3096901,2.67,576.7
2. Low Score,1007,12,32,4294,2.67,357.83
3. Normal User,2000,6,16,631,2.67,105.17
2. Low Score,8622,6,16,1948,2.67,324.67
2. Low Score,6418,11,29,8665,2.64,787.73
4. Good User,9757,75,198,20670,2.64,275.6
4. Good User,10856,66,174,25591,2.64,387.74
3. Normal User,9561,5735,15055,2534052,2.63,441.86
4. Good User,8352,46,121,19403,2.63,421.8
4. Good User,8346,54,142,22055,2.63,408.43
2. Low Score,9705,8,21,674,2.63,84.25
2. Low Score,8552,5,13,1607,2.6,321.4
4. Good User,9527,48,125,17462,2.6,363.79
4. Good User,10380,15,39,1412,2.6,94.13
2. Low Score,8170,5,13,2357,2.6,471.4
2. Low Score,938,5,13,2280,2.6,456.0
2. Low Score,8365,5,13,303,2.6,60.6
4. Good User,9589,78,202,33348,2.59,427.54
4. Good User,10122,51,132,18605,2.59,364.8
4. Good User,9542,41,106,12837,2.59,313.1
2. Low Score,2920,36,93,6127,2.58,170.19
4. Good User,8375,70,180,37094,2.57,529.91
2. Low Score,6498,7,18,7873,2.57,1124.71
3. Normal User,8352,2941,7534,1271889,2.56,432.47
4. Good User,8498,45,115,21588,2.56,479.73
4. Good User,9914,63,161,20425,2.56,324.21
2. Low Score,480,39,99,13731,2.54,352.08
4. Good User,10939,85,216,23170,2.54,272.59
4. Good User,9077,59,150,23836,2.54,404.0
2. Low Score,9566,2071,5244,1565144,2.53,755.74
2. Low Score,262,64,162,20030,2.53,312.97
4. Good User,10639,15,38,1665,2.53,111.0
4. Good User,8494,66,166,18688,2.52,283.15
3. Normal User,7799,59,148,32294,2.51,547.36
2. Low Score,32,52,130,15989,2.5,307.48
4. Good User,10117,84,210,36511,2.5,434.65
2. Low Score,8759,6,15,286,2.5,47.67
3. Normal User,6645,6,15,2308,2.5,384.67
1. Very Low Score,8698,10,25,4182,2.5,418.2
4. Good User,8614,84,210,33236,2.5,395.67
1. Very Low Score,7783,10,25,2022,2.5,202.2
3. Normal User,7478,6,15,2709,2.5,451.5
2. Low Score,4197,6,15,3866,2.5,644.33
4. Good User,8565,59,147,24915,2.49,422.29
3. Normal User,8531,5781,14324,2535839,2.48,438.65
4. Good User,8382,51,126,13149,2.47,257.82
4. Good User,9133,63,155,18157,2.46,288.21
2. Low Score,10116,3162,7756,1556425,2.45,492.23
3. Normal User,8373,6891,16863,3555863,2.45,516.02
3. Normal User,10107,1437,3508,563433,2.44,392.09
3. Normal User,8387,2267,5507,860714,2.43,379.67
4. Good User,10252,63,153,17773,2.43,282.11
2. Low Score,90,7,17,1305,2.43,186.43
4. Good User,9002,52,126,14253,2.42,274.1
3. Normal User,9488,1338,3239,904677,2.42,676.14
2. Low Score,8357,5,12,1178,2.4,235.6
4. Good User,950,5,12,998,2.4,199.6
4. Good User,2813,5,12,3167,2.4,633.4
2. Low Score,7955,5,12,1886,2.4,377.2
0. No activity for 3 weeks,140,5,12,1615,2.4,323.0
4. Good User,9543,33,79,11936,2.39,361.7
2. Low Score,5726,31,74,23586,2.39,760.84
2. Low Score,6186,13,31,4322,2.38,332.46
2. Low Score,10435,13,31,1149,2.38,88.38
2. Low Score,2596,8,19,4139,2.38,517.38
3. Normal User,8920,5240,12355,2299703,2.36,438.87
2. Low Score,9532,5467,12913,2199529,2.36,402.33
3. Normal User,10186,5759,13583,2205657,2.36,382.99
4. Good User,8463,36,85,13376,2.36,371.56
3. Normal User,9074,534,1257,139782,2.35,261.76
2. Low Score,10002,6246,14654,3019757,2.35,483.47
2. Low Score,9259,29,68,7367,2.34,254.03
3. Normal User,8359,6041,14123,2750236,2.34,455.26
4. Good User,10696,70,164,22943,2.34,327.76
3. Normal User,1864,38,89,8853,2.34,232.97
0. No activity for 3 weeks,8463,15,35,3064,2.33,204.27
4. Good User,8613,58,135,19560,2.33,337.24
4. Good User,8821,80,186,35829,2.33,447.86
3. Normal User,10689,5690,13253,2913006,2.33,511.95
4. Good User,9598,55,128,13382,2.33,243.31
2. Low Score,7791,6,14,71,2.33,11.83
2. Low Score,8532,6,14,182,2.33,30.33
2. Low Score,8243,6,14,587,2.33,97.83
3. Normal User,8921,4934,11440,2696251,2.32,546.46
4. Good User,6955,22,51,5654,2.32,257.0
2. Low Score,111,50,116,19119,2.32,382.38
3. Normal User,8179,22,51,5385,2.32,244.77
2. Low Score,8984,16,37,876,2.31,54.75
2. Low Score,9534,5398,12410,2261133,2.3,418.88
3. Normal User,10110,4285,9854,1671236,2.3,390.02
2. Low Score,10123,5425,12448,3270236,2.29,602.81
2. Low Score,7345,17,39,6950,2.29,408.82
4. Good User,58,55,126,17316,2.29,314.84
2. Low Score,329,42,96,11239,2.29,267.6
2. Low Score,9668,7,16,413,2.29,59.0
2. Low Score,8653,7,16,119,2.29,17.0
3. Normal User,4414,14,32,4730,2.29,337.86
0. No activity for 3 weeks,541,7,16,2207,2.29,315.29
3. Normal User,399,43,98,14470,2.28,336.51
2. Low Score,9581,18,41,8168,2.28,453.78
4. Good User,9365,81,185,22320,2.28,275.56
2. Low Score,6839,15,34,2337,2.27,155.8
2. Low Score,9039,11,25,1472,2.27,133.82
3. Normal User,10521,3960,8969,1497181,2.26,378.08
4. Good User,10385,58,131,12902,2.26,222.45
4. Good User,10143,43,97,10612,2.26,246.79
3. Normal User,9566,3451,7779,2216732,2.25,642.34
3. Normal User,9914,3943,8855,1478630,2.25,375.0
3. Normal User,3800,24,54,6549,2.25,272.88
1. Very Low Score,2813,28,63,8325,2.25,297.32
2. Low Score,9213,12,27,2069,2.25,172.42
2. Low Score,8389,8,18,2142,2.25,267.75
4. Good User,10164,58,130,16075,2.24,277.16
2. Low Score,8,51,114,22395,2.24,439.12
2. Low Score,128,37,83,16696,2.24,451.24
0. No activity for 3 weeks,10689,45,101,23538,2.24,523.07
4. Good User,8926,62,138,21184,2.23,341.68
3. Normal User,9564,5620,12560,2163938,2.23,385.04
4. Good User,9488,30,67,19871,2.23,662.37
4. Good User,9269,58,129,8649,2.22,149.12
2. Low Score,24,3861,8572,1222110,2.22,316.53
3. Normal User,10140,5279,11741,2405214,2.22,455.62
3. Normal User,3473,9,20,2392,2.22,265.78
3. Normal User,5182,9,20,1844,2.22,204.89
4. Good User,10734,9,20,313,2.22,34.78
3. Normal User,9549,2173,4803,943027,2.21,433.97
2. Low Score,10715,2338,5176,1013383,2.21,433.44
3. Normal User,9527,2511,5529,899895,2.2,358.38
2. Low Score,9690,5,11,80,2.2,16.0
