e7segment,cluster_id,num_users,num_reads,total_duration,avg_reads,avg_duration
3. Normal User,10036,955,1035,131916,1.08,138.13
2. Low Score,10037,38,41,2384,1.08,62.74
1. Very Low Score,9858,25,27,3726,1.08,149.04
3. Normal User,9877,646,696,109034,1.08,168.78
1. Very Low Score,10081,65,70,18469,1.08,284.14
2. Low Score,9866,162,175,30798,1.08,190.11
2. Low Score,9595,26,28,2586,1.08,99.46
2. Low Score,9933,91,98,15739,1.08,172.96
2. Low Score,8786,36,39,7733,1.08,214.81
2. Low Score,9844,147,159,19869,1.08,135.16
2. Low Score,9936,287,309,54241,1.08,188.99
3. Normal User,9840,173,187,38770,1.08,224.1
3. Normal User,9948,330,357,56538,1.08,171.33
2. Low Score,9720,36,39,3439,1.08,95.53
1. Very Low Score,9937,13,14,2123,1.08,163.31
2. Low Score,9856,25,27,5330,1.08,213.2
3. Normal User,8878,83,90,13730,1.08,165.42
3. Normal User,8741,806,874,100182,1.08,124.3
2. Low Score,8726,256,277,43181,1.08,168.68
3. Normal User,8772,182,197,21661,1.08,119.02
3. Normal User,8694,610,660,89180,1.08,146.2
2. Low Score,8876,25,27,4887,1.08,195.48
3. Normal User,10207,288,310,25486,1.08,88.49
2. Low Score,10242,2627,2831,253610,1.08,96.54
3. Normal User,10149,1472,1585,210463,1.08,142.98
3. Normal User,10180,1251,1351,250429,1.08,200.18
3. Normal User,10223,339,366,32686,1.08,96.42
3. Normal User,10246,502,543,52055,1.08,103.7
3. Normal User,10138,864,930,105631,1.08,122.26
2. Low Score,10138,232,251,29452,1.08,126.95
2. Low Score,10214,154,167,25351,1.08,164.62
3. Normal User,9993,287,311,26127,1.08,91.03
1. Very Low Score,10220,12,13,4273,1.08,356.08
1. Very Low Score,10149,64,69,11811,1.08,184.55
3. Normal User,10154,53,57,11865,1.08,223.87
3. Normal User,10221,131,141,32835,1.08,250.65
1. Very Low Score,10201,13,14,1912,1.08,147.08
2. Low Score,10672,1020,1104,137755,1.08,135.05
3. Normal User,10664,98,106,11995,1.08,122.4
2. Low Score,10475,316,342,35150,1.08,111.23
3. Normal User,10453,227,245,41765,1.08,183.99
4. Good User,10646,12,13,2243,1.08,186.92
3. Normal User,9829,12,13,2463,1.08,205.25
3. Normal User,10423,204,221,29627,1.08,145.23
2. Low Score,8955,100,108,18821,1.08,188.21
4. Good User,8930,13,14,1985,1.08,152.69
4. Good User,8932,13,14,3520,1.08,270.77
1. Very Low Score,9067,25,27,1717,1.08,68.68
3. Normal User,8506,53,57,13810,1.08,260.57
1. Very Low Score,10735,12,13,955,1.08,79.58
3. Normal User,11127,53,57,4558,1.08,86.0
3. Normal User,11088,957,1029,160160,1.08,167.36
3. Normal User,11042,127,137,12322,1.08,97.02
3. Normal User,11035,38,41,3818,1.08,100.47
1. Very Low Score,11030,12,13,1905,1.08,158.75
2. Low Score,11094,36,39,6520,1.08,181.11
2. Low Score,10482,509,549,76578,1.08,150.45
2. Low Score,10555,364,392,57115,1.08,156.91
3. Normal User,10373,151,163,35424,1.08,234.6
1. Very Low Score,10555,26,28,3213,1.08,123.58
3. Normal User,10548,63,68,8617,1.08,136.78
3. Normal User,10361,722,780,65733,1.08,91.04
4. Good User,8823,12,13,1367,1.08,113.92
3. Normal User,8757,13,14,3637,1.08,279.77
3. Normal User,10295,244,263,32452,1.08,133.0
3. Normal User,10455,98,106,10808,1.08,110.29
2. Low Score,10339,135,146,15999,1.08,118.51
2. Low Score,10453,59,64,9060,1.08,153.56
3. Normal User,10465,53,57,5373,1.08,101.38
4. Good User,9839,13,14,4343,1.08,334.08
2. Low Score,10332,13,14,1992,1.08,153.23
3. Normal User,8470,77,83,11054,1.08,143.56
2. Low Score,8694,169,183,30991,1.08,183.38
3. Normal User,8504,12,13,2396,1.08,199.67
2. Low Score,3854,24,26,2708,1.08,112.83
2. Low Score,8418,66,71,8122,1.08,123.06
3. Normal User,10270,78,84,8600,1.08,110.26
2. Low Score,10270,25,27,3250,1.08,130.0
2. Low Score,10729,48,52,12707,1.08,264.73
3. Normal User,10785,253,273,38092,1.08,150.56
3. Normal User,10774,13,14,742,1.08,57.08
4. Good User,10798,13,14,2555,1.08,196.54
2. Low Score,10915,12,13,3895,1.08,324.58
4. Good User,10857,24,26,1462,1.08,60.92
3. Normal User,10831,13,14,1955,1.08,150.38
2. Low Score,10680,109,118,25531,1.08,234.23
4. Good User,10796,12,13,4369,1.08,364.08
3. Normal User,10701,110,119,10840,1.08,98.55
3. Normal User,8540,63,68,9915,1.08,157.38
3. Normal User,8652,59,64,8575,1.08,145.34
2. Low Score,9382,39,42,4339,1.08,111.26
4. Good User,9845,12,13,1320,1.08,110.0
3. Normal User,9847,63,68,7327,1.08,116.3
3. Normal User,9665,26,28,6826,1.08,262.54
1. Very Low Score,10046,13,14,1435,1.08,110.38
1. Very Low Score,10018,13,14,747,1.08,57.46
2. Low Score,10785,48,52,4618,1.08,96.21
2. Low Score,9986,36,39,9563,1.08,265.64
4. Good User,9830,13,14,2394,1.08,184.15
1. Very Low Score,9614,12,13,2431,1.08,202.58
1. Very Low Score,9880,13,14,1491,1.08,114.69
3. Normal User,9100,76,82,11239,1.08,147.88
2. Low Score,9102,49,53,3897,1.08,79.53
3. Normal User,9103,26,28,6954,1.08,267.46
4. Good User,9154,13,14,1994,1.08,153.38
2. Low Score,9032,25,27,1253,1.08,50.12
0. No activity for 3 weeks,8947,13,14,2832,1.08,217.85
2. Low Score,9229,13,14,164,1.08,12.62
0. No activity for 3 weeks,9077,25,27,7629,1.08,305.16
1. Very Low Score,6910,13,14,1084,1.08,83.38
4. Good User,10641,12,13,2872,1.08,239.33
1. Very Low Score,9307,12,13,1244,1.08,103.67
1. Very Low Score,8886,12,13,1441,1.08,120.08
1. Very Low Score,9502,13,14,3080,1.08,236.92
1. Very Low Score,9904,13,14,165,1.08,12.69
4. Good User,9955,12,13,1736,1.08,144.67
1. Very Low Score,9707,12,13,3137,1.08,261.42
2. Low Score,9951,12,13,2033,1.08,169.42
1. Very Low Score,8530,13,14,1579,1.08,121.46
2. Low Score,10890,13,14,3356,1.08,258.15
3. Normal User,10345,25,27,3986,1.08,159.44
1. Very Low Score,10174,12,13,3444,1.08,287.0
2. Low Score,8682,12,13,1202,1.08,100.17
1. Very Low Score,10857,12,13,1973,1.08,164.42
1. Very Low Score,8364,13,14,4399,1.08,338.38
1. Very Low Score,8539,13,14,1128,1.08,86.77
1. Very Low Score,9844,25,27,8519,1.08,340.76
1. Very Low Score,9712,12,13,788,1.08,65.67
2. Low Score,11020,12,13,1411,1.08,117.58
2. Low Score,9820,13,14,994,1.08,76.46
4. Good User,10229,13,14,671,1.08,51.62
4. Good User,10390,13,14,2213,1.08,170.23
3. Normal User,8536,12,13,1458,1.08,121.5
3. Normal User,8538,12,13,3109,1.08,259.08
4. Good User,9814,12,13,2378,1.08,198.17
4. Good User,8952,12,13,1202,1.08,100.17
4. Good User,10711,12,13,2385,1.08,198.75
2. Low Score,9212,254,271,46488,1.07,183.02
3. Normal User,9285,1040,1115,143451,1.07,137.93
2. Low Score,9124,260,278,42534,1.07,163.59
2. Low Score,9098,40,43,10904,1.07,272.6
3. Normal User,9121,237,253,28198,1.07,118.98
3. Normal User,9172,307,328,50803,1.07,165.48
3. Normal User,9218,119,127,14673,1.07,123.3
3. Normal User,9243,176,188,14190,1.07,80.63
2. Low Score,8919,98,105,21977,1.07,224.26
1. Very Low Score,9193,27,29,6292,1.07,233.04
3. Normal User,9146,198,212,25874,1.07,130.68
2. Low Score,9226,59,63,7968,1.07,135.05
2. Low Score,8986,95,102,20615,1.07,217.0
2. Low Score,9221,42,45,6340,1.07,150.95
3. Normal User,9018,452,482,48818,1.07,108.0
2. Low Score,9070,55,59,5936,1.07,107.93
3. Normal User,9102,203,217,14786,1.07,72.84
4. Good User,9276,15,16,1498,1.07,99.87
2. Low Score,9249,15,16,2498,1.07,166.53
3. Normal User,9158,27,29,1754,1.07,64.96
3. Normal User,8429,281,302,33594,1.07,119.55
2. Low Score,9474,276,295,26849,1.07,97.28
3. Normal User,9464,425,455,72668,1.07,170.98
2. Low Score,9463,28,30,3765,1.07,134.46
2. Low Score,9376,398,426,69572,1.07,174.8
3. Normal User,9466,42,45,9912,1.07,236.0
3. Normal User,9376,1000,1074,166438,1.07,166.44
2. Low Score,9446,299,321,56728,1.07,189.73
3. Normal User,9330,256,275,28454,1.07,111.15
2. Low Score,9465,238,254,34537,1.07,145.11
2. Low Score,9397,44,47,7071,1.07,160.7
3. Normal User,9432,259,277,18566,1.07,71.68
3. Normal User,9455,128,137,17443,1.07,136.27
3. Normal User,9383,733,782,137910,1.07,188.14
4. Good User,9459,15,16,3073,1.07,204.87
3. Normal User,8931,391,419,62207,1.07,159.1
1. Very Low Score,9428,15,16,284,1.07,18.93
3. Normal User,9422,30,32,5706,1.07,190.2
2. Low Score,9220,67,72,5757,1.07,85.93
3. Normal User,9292,492,526,64342,1.07,130.78
3. Normal User,9364,802,859,132092,1.07,164.7
0. No activity for 3 weeks,9376,14,15,6338,1.07,452.71
3. Normal User,9637,287,308,23841,1.07,83.07
3. Normal User,9648,97,104,18786,1.07,193.67
3. Normal User,8978,427,457,45563,1.07,106.7
3. Normal User,9590,219,234,38131,1.07,174.11
0. No activity for 3 weeks,9757,14,15,3301,1.07,235.79
3. Normal User,9582,153,163,18935,1.07,123.76
3. Normal User,9563,175,188,23880,1.07,136.46
2. Low Score,9647,14,15,1506,1.07,107.57
2. Low Score,9754,152,162,17862,1.07,117.51
3. Normal User,10541,205,220,30099,1.07,146.82
2. Low Score,10609,189,202,29022,1.07,153.56
3. Normal User,10608,513,548,76102,1.07,148.35
3. Normal User,10492,43,46,5461,1.07,127.0
3. Normal User,10222,88,94,17315,1.07,196.76
3. Normal User,908,105,112,18415,1.07,175.38
2. Low Score,10589,30,32,2502,1.07,83.4
2. Low Score,10616,29,31,2371,1.07,81.76
3. Normal User,10629,686,735,96726,1.07,141.0
3. Normal User,10536,157,168,28434,1.07,181.11
3. Normal User,10229,401,431,46809,1.07,116.73
3. Normal User,10607,119,127,10532,1.07,88.5
2. Low Score,10254,73,78,7887,1.07,108.04
3. Normal User,10377,340,364,50403,1.07,148.24
3. Normal User,10150,271,289,35364,1.07,130.49
2. Low Score,10400,240,257,60010,1.07,250.04
1. Very Low Score,10319,42,45,4918,1.07,117.1
2. Low Score,10644,1578,1684,159381,1.07,101.0
3. Normal User,10332,56,60,4800,1.07,85.71
3. Normal User,9764,177,189,22230,1.07,125.59
2. Low Score,10578,75,80,10189,1.07,135.85
2. Low Score,10461,30,32,5653,1.07,188.43
2. Low Score,10199,331,355,44248,1.07,133.68
2. Low Score,9642,30,32,3449,1.07,114.97
2. Low Score,9526,67,72,18565,1.07,277.09
1. Very Low Score,8994,45,48,11802,1.07,262.27
3. Normal User,8979,545,585,66907,1.07,122.77
3. Normal User,8893,910,972,124094,1.07,136.37
3. Normal User,8420,547,584,64383,1.07,117.7
1. Very Low Score,8579,46,49,5075,1.07,110.33
3. Normal User,8897,492,525,72149,1.07,146.64
2. Low Score,8897,116,124,16899,1.07,145.68
3. Normal User,8907,587,626,114405,1.07,194.9
3. Normal User,8880,426,456,43065,1.07,101.09
2. Low Score,8580,110,118,14196,1.07,129.05
3. Normal User,8569,131,140,24168,1.07,184.49
3. Normal User,5091,61,65,7612,1.07,124.79
4. Good User,8897,14,15,984,1.07,70.29
3. Normal User,8831,316,338,47230,1.07,149.46
3. Normal User,8871,14,15,2885,1.07,206.07
0. No activity for 3 weeks,8494,40,43,8915,1.07,222.88
3. Normal User,8849,112,120,7658,1.07,68.38
3. Normal User,8764,182,195,27372,1.07,150.4
4. Good User,10980,27,29,3707,1.07,137.3
3. Normal User,11009,223,238,29708,1.07,133.22
3. Normal User,11040,976,1044,84909,1.07,87.0
3. Normal User,11018,482,514,74771,1.07,155.13
3. Normal User,10980,1166,1250,187032,1.07,160.4
3. Normal User,11003,294,316,53008,1.07,180.3
3. Normal User,10931,231,248,43871,1.07,189.92
2. Low Score,10819,397,425,68292,1.07,172.02
3. Normal User,10912,87,93,10894,1.07,125.22
3. Normal User,10873,177,189,29095,1.07,164.38
1. Very Low Score,10856,170,182,41285,1.07,242.85
3. Normal User,11023,127,136,16538,1.07,130.22
2. Low Score,10905,719,771,83279,1.07,115.83
1. Very Low Score,10905,55,59,9434,1.07,171.53
3. Normal User,10794,879,942,318520,1.07,362.37
3. Normal User,10889,285,305,39021,1.07,136.92
3. Normal User,11014,29,31,2676,1.07,92.28
2. Low Score,10995,168,180,40388,1.07,240.4
3. Normal User,10893,249,266,23353,1.07,93.79
4. Good User,10995,15,16,2619,1.07,174.6
4. Good User,10914,15,16,1445,1.07,96.33
3. Normal User,10840,227,243,23398,1.07,103.07
2. Low Score,10945,14,15,2436,1.07,174.0
3. Normal User,9344,121,129,22871,1.07,189.02
2. Low Score,9263,15,16,1268,1.07,84.53
1. Very Low Score,9049,41,44,12945,1.07,315.73
3. Normal User,8829,104,111,20947,1.07,201.41
1. Very Low Score,8848,14,15,2012,1.07,143.71
1. Very Low Score,8919,14,15,686,1.07,49.0
0. No activity for 3 weeks,9434,14,15,2498,1.07,178.43
2. Low Score,9015,228,243,46272,1.07,202.95
2. Low Score,10069,1132,1215,221983,1.07,196.1
3. Normal User,10012,238,254,36519,1.07,153.44
3. Normal User,9969,636,679,91859,1.07,144.43
1. Very Low Score,10064,15,16,1923,1.07,128.2
2. Low Score,10103,456,489,94935,1.07,208.19
3. Normal User,10083,171,183,10447,1.07,61.09
2. Low Score,10036,351,376,47736,1.07,136.0
3. Normal User,9962,502,535,90929,1.07,181.13
1. Very Low Score,10044,83,89,21544,1.07,259.57
2. Low Score,10054,126,135,20929,1.07,166.1
3. Normal User,9806,103,110,21208,1.07,205.9
2. Low Score,9966,41,44,3995,1.07,97.44
3. Normal User,9931,336,359,47190,1.07,140.45
3. Normal User,9904,419,449,49159,1.07,117.32
3. Normal User,9941,245,263,33186,1.07,135.45
3. Normal User,9861,188,202,11710,1.07,62.29
1. Very Low Score,9962,15,16,637,1.07,42.47
2. Low Score,9961,15,16,1147,1.07,76.47
2. Low Score,9862,40,43,4946,1.07,123.65
3. Normal User,2421,621,663,101572,1.07,163.56
3. Normal User,9856,92,98,20657,1.07,224.53
3. Normal User,8860,901,967,88262,1.07,97.96
3. Normal User,8471,67,72,5457,1.07,81.45
3. Normal User,8863,68,73,7650,1.07,112.5
4. Good User,8872,40,43,9920,1.07,248.0
4. Good User,8696,15,16,2411,1.07,160.73
3. Normal User,10175,204,218,27567,1.07,135.13
2. Low Score,9995,73,78,6851,1.07,93.85
1. Very Low Score,10143,58,62,10391,1.07,179.16
4. Good User,10237,14,15,539,1.07,38.5
2. Low Score,10014,29,31,2473,1.07,85.28
2. Low Score,10118,83,89,14604,1.07,175.95
3. Normal User,9992,76,81,16162,1.07,212.66
1. Very Low Score,10130,14,15,1983,1.07,141.64
1. Very Low Score,10243,30,32,1939,1.07,64.63
3. Normal User,10324,950,1013,207476,1.07,218.4
3. Normal User,10209,104,111,17272,1.07,166.08
3. Normal User,10657,255,272,30055,1.07,117.86
2. Low Score,10374,116,124,15017,1.07,129.46
2. Low Score,10231,29,31,4149,1.07,143.07
2. Low Score,10656,29,31,6419,1.07,221.34
3. Normal User,10299,245,261,25392,1.07,103.64
2. Low Score,10665,119,127,11296,1.07,94.92
3. Normal User,10231,87,93,11423,1.07,131.3
2. Low Score,10265,89,95,13101,1.07,147.2
2. Low Score,10489,136,146,37750,1.07,277.57
3. Normal User,8932,399,425,69299,1.07,173.68
3. Normal User,8990,141,151,21332,1.07,151.29
3. Normal User,9075,194,207,27147,1.07,139.93
2. Low Score,8795,203,217,30111,1.07,148.33
3. Normal User,9064,123,132,25674,1.07,208.73
4. Good User,8931,14,15,1171,1.07,83.64
3. Normal User,10799,431,460,54352,1.07,126.11
2. Low Score,11091,109,117,26553,1.07,243.61
3. Normal User,11100,187,200,27677,1.07,148.01
0. No activity for 3 weeks,10856,14,15,6251,1.07,446.5
2. Low Score,10799,99,106,13043,1.07,131.75
1. Very Low Score,10739,30,32,6369,1.07,212.3
3. Normal User,11105,15,16,2332,1.07,155.47
2. Low Score,10783,76,81,8698,1.07,114.45
2. Low Score,10490,81,87,10207,1.07,126.01
3. Normal User,10303,109,117,26633,1.07,244.34
3. Normal User,10338,291,310,63547,1.07,218.37
2. Low Score,10456,269,287,35818,1.07,133.15
1. Very Low Score,10456,15,16,4847,1.07,323.13
3. Normal User,9573,68,73,12705,1.07,186.84
3. Normal User,10439,40,43,4952,1.07,123.8
3. Normal User,10459,914,977,85744,1.07,93.81
1. Very Low Score,10473,14,15,3230,1.07,230.71
3. Normal User,10487,261,279,31520,1.07,120.77
3. Normal User,8803,123,131,8440,1.07,68.62
1. Very Low Score,8379,27,29,1193,1.07,44.19
3. Normal User,8407,14,15,2516,1.07,179.71
4. Good User,8848,15,16,2990,1.07,199.33
2. Low Score,8640,445,474,79228,1.07,178.04
4. Good User,8726,14,15,1467,1.07,104.79
2. Low Score,10307,43,46,4494,1.07,104.51
4. Good User,10487,14,15,2000,1.07,142.86
2. Low Score,10373,75,80,20528,1.07,273.71
2. Low Score,10344,659,704,85561,1.07,129.83
2. Low Score,10311,14,15,2045,1.07,146.07
2. Low Score,10371,40,43,3365,1.07,84.13
4. Good User,10426,29,31,2581,1.07,89.0
3. Normal User,10184,41,44,7065,1.07,172.32
2. Low Score,10325,46,49,8662,1.07,188.3
3. Normal User,9855,67,72,6673,1.07,99.6
1. Very Low Score,8741,42,45,6735,1.07,160.36
3. Normal User,8669,137,146,10799,1.07,78.82
3. Normal User,8671,151,161,46379,1.07,307.15
2. Low Score,8723,30,32,5970,1.07,199.0
3. Normal User,8640,1214,1303,196783,1.07,162.09
2. Low Score,8688,15,16,540,1.07,36.0
3. Normal User,8682,58,62,4261,1.07,73.47
3. Normal User,8684,197,211,31977,1.07,162.32
2. Low Score,8791,85,91,18911,1.07,222.48
2. Low Score,8749,14,15,1542,1.07,110.14
2. Low Score,10285,236,253,44350,1.07,187.92
2. Low Score,10261,43,46,1478,1.07,34.37
4. Good User,10285,15,16,2469,1.07,164.6
3. Normal User,10813,880,939,110939,1.07,126.07
1. Very Low Score,10751,73,78,11478,1.07,157.23
2. Low Score,10840,70,75,8458,1.07,120.83
3. Normal User,10904,28,30,3000,1.07,107.14
3. Normal User,10796,325,347,64280,1.07,197.78
2. Low Score,10828,99,106,19404,1.07,196.0
1. Very Low Score,10707,45,48,10019,1.07,222.64
2. Low Score,10711,59,63,10853,1.07,183.95
2. Low Score,10721,46,49,5399,1.07,117.37
3. Normal User,10711,244,260,22715,1.07,93.09
2. Low Score,10858,41,44,8755,1.07,213.54
3. Normal User,10874,27,29,2587,1.07,95.81
3. Normal User,8484,29,31,5483,1.07,189.07
3. Normal User,8662,54,58,3528,1.07,65.33
3. Normal User,8542,57,61,7617,1.07,133.63
1. Very Low Score,8526,14,15,5759,1.07,411.36
1. Very Low Score,8632,15,16,3401,1.07,226.73
4. Good User,9292,15,16,2049,1.07,136.6
2. Low Score,9372,15,16,2187,1.07,145.8
2. Low Score,9811,70,75,15413,1.07,220.19
3. Normal User,9841,15,16,471,1.07,31.4
3. Normal User,9810,110,118,15605,1.07,141.86
3. Normal User,9695,15,16,2187,1.07,145.8
3. Normal User,9846,14,15,1361,1.07,97.21
1. Very Low Score,9650,14,15,549,1.07,39.21
3. Normal User,9725,15,16,554,1.07,36.93
2. Low Score,10008,27,29,3828,1.07,141.78
1. Very Low Score,10062,14,15,1718,1.07,122.71
2. Low Score,10710,61,65,6165,1.07,101.07
2. Low Score,10690,15,16,3927,1.07,261.8
3. Normal User,9088,189,203,27384,1.07,144.89
4. Good User,9161,14,15,466,1.07,33.29
3. Normal User,9697,27,29,1946,1.07,72.07
3. Normal User,8093,27,29,8798,1.07,325.85
1. Very Low Score,10725,14,15,2445,1.07,174.64
1. Very Low Score,9110,28,30,4879,1.07,174.25
1. Very Low Score,8823,14,15,318,1.07,22.71
2. Low Score,8558,14,15,2954,1.07,211.0
1. Very Low Score,9343,14,15,1825,1.07,130.36
4. Good User,9007,15,16,2457,1.07,163.8
2. Low Score,8628,15,16,1401,1.07,93.4
1. Very Low Score,8629,14,15,3555,1.07,253.93
1. Very Low Score,8700,14,15,3406,1.07,243.29
3. Normal User,9249,68,72,9917,1.06,145.84
2. Low Score,9284,181,192,31238,1.06,172.59
2. Low Score,9285,413,436,56758,1.06,137.43
3. Normal User,9177,170,181,23853,1.06,140.31
2. Low Score,9057,393,416,71711,1.06,182.47
2. Low Score,9173,129,137,20447,1.06,158.5
3. Normal User,9120,236,249,21383,1.06,90.61
3. Normal User,9119,207,220,33520,1.06,161.93
3. Normal User,9266,53,56,4463,1.06,84.21
2. Low Score,9277,17,18,1745,1.06,102.65
1. Very Low Score,9079,16,17,1935,1.06,120.94
2. Low Score,9171,36,38,8101,1.06,225.03
2. Low Score,9175,16,17,986,1.06,61.63
3. Normal User,8842,16,17,2651,1.06,165.69
3. Normal User,8936,34,36,488,1.06,14.35
3. Normal User,9465,835,882,111958,1.06,134.08
3. Normal User,9460,410,435,53246,1.06,129.87
2. Low Score,9419,119,126,10686,1.06,89.8
3. Normal User,7316,48,51,11244,1.06,234.25
2. Low Score,9458,267,283,36729,1.06,137.56
2. Low Score,9443,98,104,9930,1.06,101.33
3. Normal User,9371,178,188,27775,1.06,156.04
1. Very Low Score,9446,33,35,4178,1.06,126.61
1. Very Low Score,9046,17,18,928,1.06,54.59
3. Normal User,9388,253,268,40657,1.06,160.7
3. Normal User,9289,195,207,29105,1.06,149.26
3. Normal User,9374,460,486,67085,1.06,145.84
1. Very Low Score,8931,32,34,8018,1.06,250.56
3. Normal User,9375,254,268,19439,1.06,76.53
4. Good User,9419,16,17,1946,1.06,121.63
3. Normal User,9329,223,236,23444,1.06,105.13
3. Normal User,9441,36,38,8403,1.06,233.42
1. Very Low Score,9059,53,56,2700,1.06,50.94
3. Normal User,9335,62,66,6789,1.06,109.5
3. Normal User,9604,402,426,57036,1.06,141.88
3. Normal User,9753,96,102,9048,1.06,94.25
3. Normal User,9706,189,200,21189,1.06,112.11
2. Low Score,9644,106,112,12132,1.06,114.45
1. Very Low Score,9659,17,18,2584,1.06,152.0
1. Very Low Score,9661,34,36,6752,1.06,198.59
2. Low Score,9632,36,38,3283,1.06,91.19
1. Very Low Score,9053,16,17,3551,1.06,221.94
2. Low Score,9604,99,105,13738,1.06,138.77
3. Normal User,9418,160,170,21829,1.06,136.43
3. Normal User,9752,31,33,1423,1.06,45.9
2. Low Score,9560,31,33,8776,1.06,283.1
3. Normal User,10614,652,690,55861,1.06,85.68
3. Normal User,10604,526,557,134717,1.06,256.12
3. Normal User,10537,199,210,28788,1.06,144.66
2. Low Score,10614,144,152,13129,1.06,91.17
3. Normal User,10497,462,489,79969,1.06,173.09
3. Normal User,10588,80,85,11272,1.06,140.9
3. Normal User,10540,36,38,5292,1.06,147.0
2. Low Score,10359,163,172,15322,1.06,94.0
2. Low Score,10539,66,70,7327,1.06,111.02
3. Normal User,10634,229,243,34278,1.06,149.69
3. Normal User,10605,239,254,19837,1.06,83.0
2. Low Score,10636,66,70,9895,1.06,149.92
3. Normal User,10633,303,320,67183,1.06,221.73
3. Normal User,10611,259,275,22282,1.06,86.03
4. Good User,10636,16,17,1893,1.06,118.31
3. Normal User,10417,526,558,66823,1.06,127.04
2. Low Score,10595,493,525,89180,1.06,180.89
3. Normal User,10643,247,262,36097,1.06,146.14
2. Low Score,10583,718,763,106421,1.06,148.22
2. Low Score,10613,486,517,40724,1.06,83.79
1. Very Low Score,10352,78,83,11196,1.06,143.54
2. Low Score,10619,835,881,115672,1.06,138.53
2. Low Score,10604,100,106,21963,1.06,219.63
1. Very Low Score,10108,47,50,7947,1.06,169.09
3. Normal User,10579,69,73,6583,1.06,95.41
3. Normal User,10576,153,162,20315,1.06,132.78
3. Normal User,9958,142,150,17255,1.06,121.51
3. Normal User,10071,522,553,74305,1.06,142.35
3. Normal User,10409,306,325,43788,1.06,143.1
3. Normal User,10490,244,259,24472,1.06,100.3
3. Normal User,10556,83,88,13180,1.06,158.8
1. Very Low Score,10253,16,17,2260,1.06,141.25
2. Low Score,9559,18,19,1445,1.06,80.28
3. Normal User,9508,948,1004,140689,1.06,148.41
1. Very Low Score,9512,87,92,14294,1.06,164.3
3. Normal User,8696,757,801,109361,1.06,144.47
3. Normal User,8732,449,476,66406,1.06,147.9
3. Normal User,8870,109,116,11953,1.06,109.66
2. Low Score,8886,162,171,23151,1.06,142.91
3. Normal User,8654,170,180,17732,1.06,104.31
3. Normal User,8881,158,167,24006,1.06,151.94
3. Normal User,8700,487,515,61678,1.06,126.65
3. Normal User,8695,179,190,18424,1.06,102.93
3. Normal User,8876,110,117,14647,1.06,133.15
2. Low Score,8899,93,99,24332,1.06,261.63
3. Normal User,7711,64,68,17122,1.06,267.53
1. Very Low Score,8887,49,52,8269,1.06,168.76
3. Normal User,8889,31,33,896,1.06,28.9
2. Low Score,8728,121,128,20579,1.06,170.07
3. Normal User,10902,115,122,9426,1.06,81.97
2. Low Score,10821,502,531,85931,1.06,171.18
3. Normal User,11000,154,163,15238,1.06,98.95
3. Normal User,10884,17,18,3398,1.06,199.88
2. Low Score,10997,78,83,16687,1.06,213.94
2. Low Score,10893,69,73,14891,1.06,215.81
3. Normal User,10667,754,796,104572,1.06,138.69
2. Low Score,11031,261,276,44995,1.06,172.39
2. Low Score,10980,394,419,58976,1.06,149.69
2. Low Score,10843,17,18,3593,1.06,211.35
2. Low Score,10725,374,397,61501,1.06,164.44
1. Very Low Score,10929,16,17,1637,1.06,102.31
3. Normal User,10714,727,767,144001,1.06,198.08
3. Normal User,11017,147,156,25010,1.06,170.14
2. Low Score,10237,67,71,8931,1.06,133.3
3. Normal User,10890,33,35,9226,1.06,279.58
3. Normal User,10875,228,241,33710,1.06,147.85
3. Normal User,10917,158,168,15786,1.06,99.91
2. Low Score,9937,104,110,20242,1.06,194.63
3. Normal User,10768,48,51,3990,1.06,83.13
2. Low Score,10876,16,17,1598,1.06,99.88
3. Normal User,10918,159,169,14351,1.06,90.26
2. Low Score,9343,215,228,40810,1.06,189.81
2. Low Score,9344,33,35,4260,1.06,129.09
2. Low Score,9286,35,37,2773,1.06,79.23
4. Good User,9227,16,17,768,1.06,48.0
4. Good User,9408,17,18,963,1.06,56.65
2. Low Score,9991,281,297,58429,1.06,207.93
3. Normal User,10106,294,313,34174,1.06,116.24
3. Normal User,10078,111,118,14611,1.06,131.63
3. Normal User,10062,771,821,66950,1.06,86.84
2. Low Score,10084,95,101,13014,1.06,136.99
3. Normal User,9735,236,251,56947,1.06,241.3
3. Normal User,10100,328,348,44485,1.06,135.63
2. Low Score,10067,16,17,3217,1.06,201.06
1. Very Low Score,9924,17,18,3136,1.06,184.47
3. Normal User,9835,64,68,6959,1.06,108.73
2. Low Score,9958,66,70,16525,1.06,250.38
2. Low Score,10057,32,34,1142,1.06,35.69
1. Very Low Score,10101,18,19,3535,1.06,196.39
2. Low Score,10058,88,93,9072,1.06,103.09
3. Normal User,10105,71,75,4479,1.06,63.08
4. Good User,10055,18,19,1912,1.06,106.22
3. Normal User,9980,86,91,10136,1.06,117.86
2. Low Score,9806,35,37,7661,1.06,218.89
2. Low Score,9860,32,34,1491,1.06,46.59
3. Normal User,9864,160,169,13549,1.06,84.68
1. Very Low Score,8443,18,19,3597,1.06,199.83
3. Normal User,9951,53,56,4252,1.06,80.23
2. Low Score,9839,34,36,6802,1.06,200.06
2. Low Score,9830,95,101,12825,1.06,135.0
3. Normal User,9025,170,180,18510,1.06,108.88
3. Normal User,9763,177,188,31659,1.06,178.86
